post_id,influencer_id,platform,date,url,caption,reach,likes,comments,shares,saves
POST_0600,INF_042,Facebook,2025-02-18,https://facebook.com/post/600,Check out this amazing product! #HealthKart #MuscleBlaze,20146,780,51,9,0
POST_0601,INF_022,Instagram,2025-02-18,https://instagram.com/post/601,Check out this amazing product! #HealthKart #MuscleBlaze,36615,657,49,21,37
POST_0602,INF_133,YouTube,2025-05-07,https://youtube.com/post/602,Check out this amazing product! #HealthKart #Gritzo,47366,1178,57,41,0
POST_0603,INF_083,YouTube,2025-02-10,https://youtube.com/post/603,Check out this amazing product! #HealthKart #MuscleBlaze,28055,1007,49,34,0
POST_0604,INF_056,Facebook,2025-04-01,https://facebook.com/post/604,Check out this amazing product! #HealthKart #HKVitals,3863,154,3,2,0
POST_0605,INF_061,Instagram,2025-06-22,https://instagram.com/post/605,Check out this amazing product! #HealthKart #MuscleBlaze,140130,5444,359,56,314
POST_0606,INF_121,YouTube,2025-03-01,https://youtube.com/post/606,Check out this amazing product! #HealthKart #HKVitals,198334,8727,261,428,0
POST_0607,INF_031,Facebook,2025-03-14,https://facebook.com/post/607,Check out this amazing product! #HealthKart #MuscleBlaze,6403,265,16,9,0
POST_0608,INF_133,YouTube,2025-06-26,https://youtube.com/post/608,Check out this amazing product! #HealthKart #Gritzo,163483,4726,100,231,0
POST_0609,INF_128,Twitter,2025-02-09,https://twitter.com/post/609,Check out this amazing product! #HealthKart #MuscleBlaze,143834,5707,364,135,0
POST_0610,INF_087,Instagram,2025-02-02,https://instagram.com/post/610,Check out this amazing product! #HealthKart #HKVitals,22110,1331,59,44,100
POST_0611,INF_128,Twitter,2025-05-30,https://twitter.com/post/611,Check out this amazing product! #HealthKart #HKVitals,251022,5833,488,99,0
POST_0612,INF_042,Facebook,2025-07-05,https://facebook.com/post/612,Check out this amazing product! #HealthKart #Gritzo,108659,4416,300,52,0
POST_0613,INF_027,Twitter,2025-05-25,https://twitter.com/post/613,Check out this amazing product! #HealthKart #MuscleBlaze,43981,1882,143,78,0
POST_0614,INF_074,Facebook,2025-05-25,https://facebook.com/post/614,Check out this amazing product! #HealthKart #Gritzo,17020,756,40,14,0
POST_0615,INF_090,Facebook,2025-03-18,https://facebook.com/post/615,Check out this amazing product! #HealthKart #Gritzo,21863,436,27,7,0
POST_0616,INF_109,Instagram,2025-03-12,https://instagram.com/post/616,Check out this amazing product! #HealthKart #Gritzo,514695,4853,351,120,208
POST_0617,INF_122,Instagram,2025-02-21,https://instagram.com/post/617,Check out this amazing product! #HealthKart #MuscleBlaze,87704,1963,115,52,47
POST_0618,INF_028,Twitter,2025-07-05,https://twitter.com/post/618,Check out this amazing product! #HealthKart #MuscleBlaze,7960,378,14,9,0
POST_0619,INF_106,Twitter,2025-05-11,https://twitter.com/post/619,Check out this amazing product! #HealthKart #Gritzo,3938,42,3,0,0
POST_0620,INF_023,Instagram,2025-01-28,https://instagram.com/post/620,Check out this amazing product! #HealthKart #MuscleBlaze,1303645,48612,1557,563,1334
POST_0621,INF_043,Instagram,2025-07-01,https://instagram.com/post/621,Check out this amazing product! #HealthKart #Gritzo,15771,357,8,4,12
POST_0622,INF_135,Instagram,2025-05-27,https://instagram.com/post/622,Check out this amazing product! #HealthKart #HKVitals,12469,489,43,6,14
POST_0623,INF_129,Facebook,2025-06-10,https://facebook.com/post/623,Check out this amazing product! #HealthKart #Gritzo,136823,7265,227,73,0
POST_0624,INF_081,Instagram,2025-03-14,https://instagram.com/post/624,Check out this amazing product! #HealthKart #Gritzo,19848,1210,101,25,95
POST_0625,INF_023,Instagram,2025-02-12,https://instagram.com/post/625,Check out this amazing product! #HealthKart #MuscleBlaze,1194782,46476,1402,1454,1845
POST_0626,INF_006,Facebook,2025-02-08,https://facebook.com/post/626,Check out this amazing product! #HealthKart #MuscleBlaze,342753,12466,729,564,0
POST_0627,INF_044,Twitter,2025-04-02,https://twitter.com/post/627,Check out this amazing product! #HealthKart #Gritzo,3669,186,5,2,0
POST_0628,INF_078,Instagram,2025-02-21,https://instagram.com/post/628,Check out this amazing product! #HealthKart #MuscleBlaze,21310,424,30,8,23
POST_0629,INF_069,Facebook,2025-02-11,https://facebook.com/post/629,Check out this amazing product! #HealthKart #MuscleBlaze,20732,475,28,21,0
POST_0630,INF_069,Facebook,2025-04-03,https://facebook.com/post/630,Check out this amazing product! #HealthKart #MuscleBlaze,27782,1210,76,53,0
POST_0631,INF_070,YouTube,2025-07-04,https://youtube.com/post/631,Check out this amazing product! #HealthKart #HKVitals,99535,5897,347,104,0
POST_0632,INF_117,Twitter,2025-04-07,https://twitter.com/post/632,Check out this amazing product! #HealthKart #HKVitals,683,9,0,0,0
POST_0633,INF_108,Twitter,2025-07-10,https://twitter.com/post/633,Check out this amazing product! #HealthKart #HKVitals,29556,1834,88,69,0
POST_0634,INF_073,Twitter,2025-04-23,https://twitter.com/post/634,Check out this amazing product! #HealthKart #HKVitals,106891,5373,452,170,0
POST_0635,INF_140,Facebook,2025-02-26,https://facebook.com/post/635,Check out this amazing product! #HealthKart #HKVitals,3345307,142181,4049,6573,0
POST_0636,INF_048,YouTube,2025-03-24,https://youtube.com/post/636,Check out this amazing product! #HealthKart #HKVitals,329835,9736,294,307,0
POST_0637,INF_101,YouTube,2025-04-24,https://youtube.com/post/637,Check out this amazing product! #HealthKart #HKVitals,23431,452,41,18,0
POST_0638,INF_117,Twitter,2025-07-18,https://twitter.com/post/638,Check out this amazing product! #HealthKart #HKVitals,406,10,0,0,0
POST_0639,INF_054,Twitter,2025-02-09,https://twitter.com/post/639,Check out this amazing product! #HealthKart #Gritzo,35706,178,4,7,0
POST_0640,INF_136,Twitter,2025-03-24,https://twitter.com/post/640,Check out this amazing product! #HealthKart #MuscleBlaze,453229,10347,943,238,0
POST_0641,INF_026,Instagram,2025-07-16,https://instagram.com/post/641,Check out this amazing product! #HealthKart #HKVitals,55511,1138,49,21,88
POST_0642,INF_082,Facebook,2025-05-19,https://facebook.com/post/642,Check out this amazing product! #HealthKart #HKVitals,27892,1023,32,23,0
POST_0643,INF_076,YouTube,2025-02-04,https://youtube.com/post/643,Check out this amazing product! #HealthKart #MuscleBlaze,182307,5204,411,221,0
POST_0644,INF_006,Facebook,2025-02-06,https://facebook.com/post/644,Check out this amazing product! #HealthKart #MuscleBlaze,317765,9318,589,207,0
POST_0645,INF_124,Twitter,2025-02-13,https://twitter.com/post/645,Check out this amazing product! #HealthKart #HKVitals,135692,6359,163,230,0
POST_0646,INF_006,Facebook,2025-04-12,https://facebook.com/post/646,Check out this amazing product! #HealthKart #Gritzo,226157,6745,593,252,0
POST_0647,INF_102,Twitter,2025-02-17,https://twitter.com/post/647,Check out this amazing product! #HealthKart #Gritzo,23153,855,21,9,0
POST_0648,INF_065,Facebook,2025-04-16,https://facebook.com/post/648,Check out this amazing product! #HealthKart #MuscleBlaze,123765,5655,395,109,0
POST_0649,INF_089,Instagram,2025-07-13,https://instagram.com/post/649,Check out this amazing product! #HealthKart #MuscleBlaze,79932,2613,117,82,162
POST_0650,INF_123,Twitter,2025-07-16,https://twitter.com/post/650,Check out this amazing product! #HealthKart #Gritzo,119813,599,18,21,0
POST_0651,INF_081,Instagram,2025-02-26,https://instagram.com/post/651,Check out this amazing product! #HealthKart #HKVitals,10341,412,33,17,31
POST_0652,INF_020,YouTube,2025-05-22,https://youtube.com/post/652,Check out this amazing product! #HealthKart #Gritzo,44399,1652,51,24,0
POST_0653,INF_048,YouTube,2025-06-03,https://youtube.com/post/653,Check out this amazing product! #HealthKart #HKVitals,382311,15628,1324,243,0
POST_0654,INF_133,YouTube,2025-07-19,https://youtube.com/post/654,Check out this amazing product! #HealthKart #Gritzo,152000,4323,422,54,0
POST_0655,INF_005,Facebook,2025-03-25,https://facebook.com/post/655,Check out this amazing product! #HealthKart #Gritzo,8771,378,26,14,0
POST_0656,INF_114,YouTube,2025-02-27,https://youtube.com/post/656,Check out this amazing product! #HealthKart #Gritzo,168850,5963,471,169,0
POST_0657,INF_120,YouTube,2025-07-12,https://youtube.com/post/657,Check out this amazing product! #HealthKart #MuscleBlaze,627442,22625,680,654,0
POST_0658,INF_090,Facebook,2025-06-03,https://facebook.com/post/658,Check out this amazing product! #HealthKart #Gritzo,107977,1341,47,45,0
POST_0659,INF_035,Facebook,2025-03-02,https://facebook.com/post/659,Check out this amazing product! #HealthKart #HKVitals,54869,1816,170,28,0
POST_0660,INF_126,Twitter,2025-06-05,https://twitter.com/post/660,Check out this amazing product! #HealthKart #Gritzo,459156,22477,618,1093,0
POST_0661,INF_028,Twitter,2025-07-17,https://twitter.com/post/661,Check out this amazing product! #HealthKart #Gritzo,8940,359,9,12,0
POST_0662,INF_006,Facebook,2025-03-02,https://facebook.com/post/662,Check out this amazing product! #HealthKart #Gritzo,168185,4421,216,66,0
POST_0663,INF_024,YouTube,2025-03-30,https://youtube.com/post/663,Check out this amazing product! #HealthKart #Gritzo,239065,2949,103,99,0
POST_0664,INF_134,Facebook,2025-07-07,https://facebook.com/post/664,Check out this amazing product! #HealthKart #MuscleBlaze,2668,106,7,3,0
POST_0665,INF_035,Facebook,2025-02-02,https://facebook.com/post/665,Check out this amazing product! #HealthKart #HKVitals,22212,880,65,13,0
POST_0666,INF_145,Facebook,2025-03-14,https://facebook.com/post/666,Check out this amazing product! #HealthKart #HKVitals,118796,5611,494,94,0
POST_0667,INF_089,Instagram,2025-03-20,https://instagram.com/post/667,Check out this amazing product! #HealthKart #MuscleBlaze,47977,1224,80,41,82
POST_0668,INF_056,Facebook,2025-03-02,https://facebook.com/post/668,Check out this amazing product! #HealthKart #Gritzo,2792,121,4,3,0
POST_0669,INF_002,Twitter,2025-04-23,https://twitter.com/post/669,Check out this amazing product! #HealthKart #Gritzo,9990,503,17,24,0
POST_0670,INF_003,YouTube,2025-06-19,https://youtube.com/post/670,Check out this amazing product! #HealthKart #HKVitals,127427,4589,338,52,0
POST_0671,INF_078,Instagram,2025-07-07,https://instagram.com/post/671,Check out this amazing product! #HealthKart #MuscleBlaze,24373,843,25,33,37
POST_0672,INF_098,Twitter,2025-03-24,https://twitter.com/post/672,Check out this amazing product! #HealthKart #MuscleBlaze,1598,75,3,1,0
POST_0673,INF_116,Facebook,2025-06-14,https://facebook.com/post/673,Check out this amazing product! #HealthKart #HKVitals,10774,501,45,20,0
POST_0674,INF_003,YouTube,2025-03-21,https://youtube.com/post/674,Check out this amazing product! #HealthKart #MuscleBlaze,80016,1745,57,71,0
POST_0675,INF_072,YouTube,2025-07-07,https://youtube.com/post/675,Check out this amazing product! #HealthKart #MuscleBlaze,301557,5282,519,243,0
POST_0676,INF_138,Instagram,2025-02-27,https://instagram.com/post/676,Check out this amazing product! #HealthKart #HKVitals,37185,1689,152,40,123
POST_0677,INF_145,Facebook,2025-06-23,https://facebook.com/post/677,Check out this amazing product! #HealthKart #Gritzo,60190,3289,115,78,0
POST_0678,INF_101,YouTube,2025-06-23,https://youtube.com/post/678,Check out this amazing product! #HealthKart #Gritzo,40945,1084,37,44,0
POST_0679,INF_030,Twitter,2025-01-31,https://twitter.com/post/679,Check out this amazing product! #HealthKart #HKVitals,503028,21353,1770,733,0
POST_0680,INF_076,YouTube,2025-01-28,https://youtube.com/post/680,Check out this amazing product! #HealthKart #Gritzo,145307,5427,108,249,0
POST_0681,INF_076,YouTube,2025-06-15,https://youtube.com/post/681,Check out this amazing product! #HealthKart #Gritzo,37975,1403,103,18,0
POST_0682,INF_082,Facebook,2025-02-05,https://facebook.com/post/682,Check out this amazing product! #HealthKart #HKVitals,10025,218,17,8,0
POST_0683,INF_028,Twitter,2025-06-30,https://twitter.com/post/683,Check out this amazing product! #HealthKart #Gritzo,4498,219,16,4,0
POST_0684,INF_118,Facebook,2025-03-27,https://facebook.com/post/684,Check out this amazing product! #HealthKart #Gritzo,54142,1142,71,43,0
POST_0685,INF_031,Facebook,2025-05-28,https://facebook.com/post/685,Check out this amazing product! #HealthKart #MuscleBlaze,1684,39,1,1,0
POST_0686,INF_007,Facebook,2025-03-17,https://facebook.com/post/686,Check out this amazing product! #HealthKart #Gritzo,41455,1741,125,50,0
POST_0687,INF_031,Facebook,2025-07-11,https://facebook.com/post/687,Check out this amazing product! #HealthKart #Gritzo,4470,197,7,8,0
POST_0688,INF_015,Facebook,2025-02-06,https://facebook.com/post/688,Check out this amazing product! #HealthKart #HKVitals,487034,14580,424,255,0
POST_0689,INF_038,Instagram,2025-06-26,https://instagram.com/post/689,Check out this amazing product! #HealthKart #HKVitals,76119,941,24,12,42
POST_0690,INF_025,Facebook,2025-07-03,https://facebook.com/post/690,Check out this amazing product! #HealthKart #Gritzo,27605,417,11,6,0
POST_0691,INF_128,Twitter,2025-05-24,https://twitter.com/post/691,Check out this amazing product! #HealthKart #MuscleBlaze,456067,15745,946,556,0
POST_0692,INF_126,Twitter,2025-04-22,https://twitter.com/post/692,Check out this amazing product! #HealthKart #MuscleBlaze,521342,17072,1170,371,0
POST_0693,INF_026,Instagram,2025-03-19,https://instagram.com/post/693,Check out this amazing product! #HealthKart #HKVitals,45492,1515,88,27,47
POST_0694,INF_134,Facebook,2025-02-23,https://facebook.com/post/694,Check out this amazing product! #HealthKart #MuscleBlaze,841,44,1,0,0
POST_0695,INF_039,Twitter,2025-07-06,https://twitter.com/post/695,Check out this amazing product! #HealthKart #MuscleBlaze,67271,3081,255,127,0
POST_0696,INF_101,YouTube,2025-01-22,https://youtube.com/post/696,Check out this amazing product! #HealthKart #HKVitals,61159,1691,168,48,0
POST_0697,INF_014,Twitter,2025-06-17,https://twitter.com/post/697,Check out this amazing product! #HealthKart #Gritzo,29553,770,33,33,0
POST_0698,INF_093,Twitter,2025-06-12,https://twitter.com/post/698,Check out this amazing product! #HealthKart #HKVitals,7551,65,6,1,0
POST_0699,INF_050,Facebook,2025-07-08,https://facebook.com/post/699,Check out this amazing product! #HealthKart #HKVitals,145972,3750,142,142,0
POST_0700,INF_067,Facebook,2025-06-17,https://facebook.com/post/700,Check out this amazing product! #HealthKart #MuscleBlaze,414366,11031,1080,263,0
POST_0701,INF_066,Facebook,2025-02-06,https://facebook.com/post/701,Check out this amazing product! #HealthKart #HKVitals,853,24,0,0,0
POST_0702,INF_001,Instagram,2025-05-30,https://instagram.com/post/702,Check out this amazing product! #HealthKart #HKVitals,159350,4256,346,139,324
POST_0703,INF_084,Instagram,2025-02-12,https://instagram.com/post/703,Check out this amazing product! #HealthKart #MuscleBlaze,368465,11800,919,581,916
POST_0704,INF_143,YouTube,2025-03-13,https://youtube.com/post/704,Check out this amazing product! #HealthKart #Gritzo,2331596,88284,6045,4063,0
POST_0705,INF_056,Facebook,2025-06-17,https://facebook.com/post/705,Check out this amazing product! #HealthKart #HKVitals,5359,200,12,5,0
POST_0706,INF_019,Twitter,2025-02-19,https://twitter.com/post/706,Check out this amazing product! #HealthKart #HKVitals,3488,152,8,7,0
POST_0707,INF_072,YouTube,2025-07-12,https://youtube.com/post/707,Check out this amazing product! #HealthKart #MuscleBlaze,382769,6368,212,186,0
POST_0708,INF_090,Facebook,2025-02-08,https://facebook.com/post/708,Check out this amazing product! #HealthKart #Gritzo,86077,2325,162,81,0
POST_0709,INF_059,YouTube,2025-03-14,https://youtube.com/post/709,Check out this amazing product! #HealthKart #MuscleBlaze,182831,7908,542,208,0
POST_0710,INF_003,YouTube,2025-03-16,https://youtube.com/post/710,Check out this amazing product! #HealthKart #Gritzo,108588,2842,261,53,0
POST_0711,INF_096,Facebook,2025-04-22,https://facebook.com/post/711,Check out this amazing product! #HealthKart #MuscleBlaze,190807,2282,137,103,0
POST_0712,INF_090,Facebook,2025-03-24,https://facebook.com/post/712,Check out this amazing product! #HealthKart #HKVitals,148098,3754,184,51,0
POST_0713,INF_124,Twitter,2025-06-02,https://twitter.com/post/713,Check out this amazing product! #HealthKart #Gritzo,131658,6839,332,178,0
POST_0714,INF_098,Twitter,2025-01-30,https://twitter.com/post/714,Check out this amazing product! #HealthKart #MuscleBlaze,5388,258,10,10,0
POST_0715,INF_107,Instagram,2025-01-29,https://instagram.com/post/715,Check out this amazing product! #HealthKart #Gritzo,462497,20700,2045,855,594
POST_0716,INF_060,Instagram,2025-03-25,https://instagram.com/post/716,Check out this amazing product! #HealthKart #HKVitals,204065,8746,204,316,372
POST_0717,INF_006,Facebook,2025-06-19,https://facebook.com/post/717,Check out this amazing product! #HealthKart #MuscleBlaze,220748,7387,289,276,0
POST_0718,INF_148,Instagram,2025-03-12,https://instagram.com/post/718,Check out this amazing product! #HealthKart #MuscleBlaze,16089,413,19,19,29
POST_0719,INF_070,YouTube,2025-03-13,https://youtube.com/post/719,Check out this amazing product! #HealthKart #HKVitals,113335,6321,396,223,0
POST_0720,INF_128,Twitter,2025-02-17,https://twitter.com/post/720,Check out this amazing product! #HealthKart #Gritzo,228584,7449,455,299,0
POST_0721,INF_118,Facebook,2025-04-10,https://facebook.com/post/721,Check out this amazing product! #HealthKart #Gritzo,146900,5304,465,116,0
POST_0722,INF_123,Twitter,2025-03-30,https://twitter.com/post/722,Check out this amazing product! #HealthKart #MuscleBlaze,120751,1793,78,23,0
POST_0723,INF_115,YouTube,2025-06-09,https://youtube.com/post/723,Check out this amazing product! #HealthKart #Gritzo,66937,902,18,40,0
POST_0724,INF_067,Facebook,2025-03-16,https://facebook.com/post/724,Check out this amazing product! #HealthKart #HKVitals,192408,6399,153,80,0
POST_0725,INF_133,YouTube,2025-03-10,https://youtube.com/post/725,Check out this amazing product! #HealthKart #HKVitals,96510,2238,160,95,0
POST_0726,INF_094,YouTube,2025-05-31,https://youtube.com/post/726,Check out this amazing product! #HealthKart #HKVitals,43644,2206,165,82,0
POST_0727,INF_131,Twitter,2025-02-18,https://twitter.com/post/727,Check out this amazing product! #HealthKart #HKVitals,32528,1520,108,46,0
POST_0728,INF_058,YouTube,2025-01-28,https://youtube.com/post/728,Check out this amazing product! #HealthKart #HKVitals,4292,31,1,1,0
POST_0729,INF_089,Instagram,2025-05-06,https://instagram.com/post/729,Check out this amazing product! #HealthKart #HKVitals,53920,451,16,6,22
POST_0730,INF_010,YouTube,2025-04-30,https://youtube.com/post/730,Check out this amazing product! #HealthKart #HKVitals,25073,601,15,13,0
POST_0731,INF_128,Twitter,2025-06-24,https://twitter.com/post/731,Check out this amazing product! #HealthKart #Gritzo,133018,5281,518,261,0
POST_0732,INF_104,Twitter,2025-07-20,https://twitter.com/post/732,Check out this amazing product! #HealthKart #HKVitals,213782,6708,244,258,0
POST_0733,INF_095,Facebook,2025-04-09,https://facebook.com/post/733,Check out this amazing product! #HealthKart #MuscleBlaze,6781,285,6,3,0
POST_0734,INF_045,Instagram,2025-07-05,https://instagram.com/post/734,Check out this amazing product! #HealthKart #MuscleBlaze,167545,8057,342,161,242
POST_0735,INF_092,Instagram,2025-02-11,https://instagram.com/post/735,Check out this amazing product! #HealthKart #Gritzo,40651,2389,56,107,76
POST_0736,INF_113,YouTube,2025-05-16,https://youtube.com/post/736,Check out this amazing product! #HealthKart #HKVitals,282210,10008,730,307,0
POST_0737,INF_137,Twitter,2025-05-13,https://twitter.com/post/737,Check out this amazing product! #HealthKart #Gritzo,21273,501,37,10,0
POST_0738,INF_025,Facebook,2025-04-27,https://facebook.com/post/738,Check out this amazing product! #HealthKart #MuscleBlaze,6237,31,2,0,0
POST_0739,INF_146,Twitter,2025-03-01,https://twitter.com/post/739,Check out this amazing product! #HealthKart #Gritzo,12506,482,19,6,0
POST_0740,INF_139,Twitter,2025-02-11,https://twitter.com/post/740,Check out this amazing product! #HealthKart #MuscleBlaze,22112,842,52,38,0
POST_0741,INF_078,Instagram,2025-02-20,https://instagram.com/post/741,Check out this amazing product! #HealthKart #Gritzo,76764,1022,92,21,38
POST_0742,INF_048,YouTube,2025-04-19,https://youtube.com/post/742,Check out this amazing product! #HealthKart #MuscleBlaze,323553,4534,325,125,0
POST_0743,INF_144,Facebook,2025-01-25,https://facebook.com/post/743,Check out this amazing product! #HealthKart #HKVitals,90856,1316,92,49,0
POST_0744,INF_028,Twitter,2025-06-21,https://twitter.com/post/744,Check out this amazing product! #HealthKart #Gritzo,4317,155,13,6,0
POST_0745,INF_021,Facebook,2025-07-01,https://facebook.com/post/745,Check out this amazing product! #HealthKart #Gritzo,234186,8180,575,303,0
POST_0746,INF_084,Instagram,2025-05-23,https://instagram.com/post/746,Check out this amazing product! #HealthKart #HKVitals,334403,10791,460,505,255
POST_0747,INF_044,Twitter,2025-04-12,https://twitter.com/post/747,Check out this amazing product! #HealthKart #MuscleBlaze,4258,249,20,3,0
POST_0748,INF_048,YouTube,2025-05-28,https://youtube.com/post/748,Check out this amazing product! #HealthKart #MuscleBlaze,120584,4451,117,216,0
POST_0749,INF_024,YouTube,2025-07-06,https://youtube.com/post/749,Check out this amazing product! #HealthKart #Gritzo,72264,523,19,24,0
POST_0750,INF_038,Instagram,2025-06-06,https://instagram.com/post/750,Check out this amazing product! #HealthKart #Gritzo,63528,641,23,24,37
POST_0751,INF_097,YouTube,2025-07-07,https://youtube.com/post/751,Check out this amazing product! #HealthKart #MuscleBlaze,13229,376,24,8,0
POST_0752,INF_077,Twitter,2025-05-17,https://twitter.com/post/752,Check out this amazing product! #HealthKart #MuscleBlaze,434057,14521,336,263,0
POST_0753,INF_071,Instagram,2025-03-30,https://instagram.com/post/753,Check out this amazing product! #HealthKart #HKVitals,255550,7789,340,183,197
POST_0754,INF_007,Facebook,2025-03-26,https://facebook.com/post/754,Check out this amazing product! #HealthKart #MuscleBlaze,42536,1138,45,33,0
POST_0755,INF_091,YouTube,2025-04-03,https://youtube.com/post/755,Check out this amazing product! #HealthKart #Gritzo,1177967,31407,2391,1076,0
POST_0756,INF_011,Instagram,2025-03-26,https://instagram.com/post/756,Check out this amazing product! #HealthKart #MuscleBlaze,145764,8691,271,280,175
POST_0757,INF_040,Twitter,2025-03-26,https://twitter.com/post/757,Check out this amazing product! #HealthKart #HKVitals,1238,59,3,2,0
POST_0758,INF_039,Twitter,2025-02-21,https://twitter.com/post/758,Check out this amazing product! #HealthKart #HKVitals,33399,1453,81,32,0
POST_0759,INF_071,Instagram,2025-07-13,https://instagram.com/post/759,Check out this amazing product! #HealthKart #HKVitals,291979,15808,722,286,796
POST_0760,INF_037,Facebook,2025-05-10,https://facebook.com/post/760,Check out this amazing product! #HealthKart #Gritzo,7197,328,13,14,0
POST_0761,INF_039,Twitter,2025-06-04,https://twitter.com/post/761,Check out this amazing product! #HealthKart #HKVitals,66836,3318,158,127,0
POST_0762,INF_099,Instagram,2025-02-12,https://instagram.com/post/762,Check out this amazing product! #HealthKart #HKVitals,43655,1883,71,47,127
POST_0763,INF_014,Twitter,2025-07-10,https://twitter.com/post/763,Check out this amazing product! #HealthKart #Gritzo,134321,5307,333,210,0
POST_0764,INF_075,YouTube,2025-03-28,https://youtube.com/post/764,Check out this amazing product! #HealthKart #MuscleBlaze,64055,2039,91,34,0
POST_0765,INF_112,Twitter,2025-06-14,https://twitter.com/post/765,Check out this amazing product! #HealthKart #MuscleBlaze,82102,3279,214,140,0
POST_0766,INF_003,YouTube,2025-01-29,https://youtube.com/post/766,Check out this amazing product! #HealthKart #MuscleBlaze,160573,5472,376,230,0
POST_0767,INF_004,Facebook,2025-05-14,https://facebook.com/post/767,Check out this amazing product! #HealthKart #Gritzo,46622,880,32,31,0
POST_0768,INF_135,Instagram,2025-03-06,https://instagram.com/post/768,Check out this amazing product! #HealthKart #Gritzo,31100,1067,103,33,45
POST_0769,INF_104,Twitter,2025-04-22,https://twitter.com/post/769,Check out this amazing product! #HealthKart #HKVitals,224682,11311,470,465,0
POST_0770,INF_039,Twitter,2025-04-15,https://twitter.com/post/770,Check out this amazing product! #HealthKart #Gritzo,40806,1645,67,55,0
POST_0771,INF_127,Twitter,2025-07-15,https://twitter.com/post/771,Check out this amazing product! #HealthKart #Gritzo,8566,42,2,1,0
POST_0772,INF_129,Facebook,2025-02-12,https://facebook.com/post/772,Check out this amazing product! #HealthKart #Gritzo,172188,8669,538,186,0
POST_0773,INF_101,YouTube,2025-06-03,https://youtube.com/post/773,Check out this amazing product! #HealthKart #MuscleBlaze,22100,385,33,9,0
POST_0774,INF_129,Facebook,2025-04-15,https://facebook.com/post/774,Check out this amazing product! #HealthKart #MuscleBlaze,119162,8074,649,343,0
POST_0775,INF_104,Twitter,2025-07-19,https://twitter.com/post/775,Check out this amazing product! #HealthKart #HKVitals,58551,2267,167,40,0
POST_0776,INF_142,YouTube,2025-07-06,https://youtube.com/post/776,Check out this amazing product! #HealthKart #Gritzo,1079351,35174,1954,431,0
POST_0777,INF_087,Instagram,2025-04-06,https://instagram.com/post/777,Check out this amazing product! #HealthKart #HKVitals,9505,456,30,14,24
POST_0778,INF_035,Facebook,2025-06-01,https://facebook.com/post/778,Check out this amazing product! #HealthKart #MuscleBlaze,46643,2151,104,30,0
POST_0779,INF_085,YouTube,2025-03-13,https://youtube.com/post/779,Check out this amazing product! #HealthKart #MuscleBlaze,23610,1381,28,38,0
POST_0780,INF_061,Instagram,2025-02-07,https://instagram.com/post/780,Check out this amazing product! #HealthKart #MuscleBlaze,107714,3995,171,92,96
POST_0781,INF_068,Instagram,2025-06-01,https://instagram.com/post/781,Check out this amazing product! #HealthKart #MuscleBlaze,392010,16382,729,448,806
POST_0782,INF_119,Twitter,2025-02-15,https://twitter.com/post/782,Check out this amazing product! #HealthKart #MuscleBlaze,60295,2882,224,49,0
POST_0783,INF_045,Instagram,2025-05-06,https://instagram.com/post/783,Check out this amazing product! #HealthKart #MuscleBlaze,152780,8133,319,205,376
POST_0784,INF_103,Facebook,2025-05-22,https://facebook.com/post/784,Check out this amazing product! #HealthKart #MuscleBlaze,4394,23,1,0,0
POST_0785,INF_091,YouTube,2025-04-29,https://youtube.com/post/785,Check out this amazing product! #HealthKart #Gritzo,1157116,26501,2263,267,0
POST_0786,INF_028,Twitter,2025-05-01,https://twitter.com/post/786,Check out this amazing product! #HealthKart #HKVitals,7332,293,23,9,0
POST_0787,INF_043,Instagram,2025-02-27,https://instagram.com/post/787,Check out this amazing product! #HealthKart #Gritzo,16328,395,24,17,19
POST_0788,INF_133,YouTube,2025-01-29,https://youtube.com/post/788,Check out this amazing product! #HealthKart #HKVitals,87272,2731,171,122,0
POST_0789,INF_131,Twitter,2025-05-29,https://twitter.com/post/789,Check out this amazing product! #HealthKart #Gritzo,39625,1580,79,59,0
POST_0790,INF_123,Twitter,2025-03-22,https://twitter.com/post/790,Check out this amazing product! #HealthKart #MuscleBlaze,121764,1238,32,45,0
POST_0791,INF_105,YouTube,2025-05-22,https://youtube.com/post/791,Check out this amazing product! #HealthKart #HKVitals,41040,828,81,25,0
POST_0792,INF_114,YouTube,2025-02-09,https://youtube.com/post/792,Check out this amazing product! #HealthKart #MuscleBlaze,113481,3201,256,93,0
POST_0793,INF_102,Twitter,2025-02-09,https://twitter.com/post/793,Check out this amazing product! #HealthKart #Gritzo,50784,2238,191,24,0
POST_0794,INF_104,Twitter,2025-02-21,https://twitter.com/post/794,Check out this amazing product! #HealthKart #HKVitals,227732,5629,193,99,0
POST_0795,INF_005,Facebook,2025-03-25,https://facebook.com/post/795,Check out this amazing product! #HealthKart #MuscleBlaze,21582,1165,102,24,0
POST_0796,INF_076,YouTube,2025-01-31,https://youtube.com/post/796,Check out this amazing product! #HealthKart #Gritzo,172492,4356,388,49,0
POST_0797,INF_147,Facebook,2025-06-11,https://facebook.com/post/797,Check out this amazing product! #HealthKart #Gritzo,19675,645,41,26,0
POST_0798,INF_146,Twitter,2025-05-11,https://twitter.com/post/798,Check out this amazing product! #HealthKart #Gritzo,8052,413,20,10,0
POST_0799,INF_099,Instagram,2025-03-24,https://instagram.com/post/799,Check out this amazing product! #HealthKart #HKVitals,99241,3142,288,140,120
